year,matchup_period,matchup_date,team,score,matchup_id
2021,1,Matchup 1 (Apr 1 - 11),Modern Baseball,911.75,1
2021,1,Matchup 1 (Apr 1 - 11),Francisco and the Winter Soto,841.75,1
2021,1,Matchup 1 (Apr 1 - 11),Konerko's Lover,879.0,2
2021,1,Matchup 1 (Apr 1 - 11),Ready to Get Hurt Again,795.5,2
2021,1,Matchup 1 (Apr 1 - 11),The Mookie Mourners,763.25,3
2021,1,Matchup 1 (Apr 1 - 11),SNPP Softball Team,677.5,3
2021,1,Matchup 1 (Apr 1 - 11),Sunscreen and Rosin,769.0,4
2021,1,Matchup 1 (Apr 1 - 11),Harry Kroll's Fantasy Team,713.0,4
2021,1,Matchup 1 (Apr 1 - 11),Jobu's Rum-Runners,847.5,5
2021,1,Matchup 1 (Apr 1 - 11),Justin Bour's Donut Shop,864.5,5
2021,1,Matchup 1 (Apr 1 - 11),The Designated Drinkers,591.0,6
2021,1,Matchup 1 (Apr 1 - 11),"Yes, I Like Pina Moncadas",711.25,6
2021,2,Matchup 2 (Apr 12 - 18),Francisco and the Winter Soto,529.75,1
2021,2,Matchup 2 (Apr 12 - 18),Sunscreen and Rosin,563.75,1
2021,2,Matchup 2 (Apr 12 - 18),The Mookie Mourners,462.75,2
2021,2,Matchup 2 (Apr 12 - 18),Konerko's Lover,555.25,2
2021,2,Matchup 2 (Apr 12 - 18),Ready to Get Hurt Again,497.0,3
2021,2,Matchup 2 (Apr 12 - 18),"Yes, I Like Pina Moncadas",447.25,3
2021,2,Matchup 2 (Apr 12 - 18),SNPP Softball Team,439.5,4
2021,2,Matchup 2 (Apr 12 - 18),Harry Kroll's Fantasy Team,508.5,4
2021,2,Matchup 2 (Apr 12 - 18),Jobu's Rum-Runners,443.0,5
2021,2,Matchup 2 (Apr 12 - 18),Modern Baseball,563.25,5
2021,2,Matchup 2 (Apr 12 - 18),Justin Bour's Donut Shop,479.25,6
2021,2,Matchup 2 (Apr 12 - 18),The Designated Drinkers,538.0,6
2021,3,Matchup 3 (Apr 19 - 25),Francisco and the Winter Soto,571.25,1
2021,3,Matchup 3 (Apr 19 - 25),Jobu's Rum-Runners,417.0,1
2021,3,Matchup 3 (Apr 19 - 25),The Mookie Mourners,508.25,2
2021,3,Matchup 3 (Apr 19 - 25),Ready to Get Hurt Again,544.25,2
2021,3,Matchup 3 (Apr 19 - 25),Konerko's Lover,517.75,3
2021,3,Matchup 3 (Apr 19 - 25),Modern Baseball,522.25,3
2021,3,Matchup 3 (Apr 19 - 25),SNPP Softball Team,519.0,4
2021,3,Matchup 3 (Apr 19 - 25),Sunscreen and Rosin,589.75,4
2021,3,Matchup 3 (Apr 19 - 25),The Designated Drinkers,402.25,5
2021,3,Matchup 3 (Apr 19 - 25),Harry Kroll's Fantasy Team,477.0,5
2021,3,Matchup 3 (Apr 19 - 25),Justin Bour's Donut Shop,519.25,6
2021,3,Matchup 3 (Apr 19 - 25),"Yes, I Like Pina Moncadas",420.75,6
2021,4,Matchup 4 (Apr 26 - May 2),The Mookie Mourners,622.25,1
2021,4,Matchup 4 (Apr 26 - May 2),Francisco and the Winter Soto,508.25,1
2021,4,Matchup 4 (Apr 26 - May 2),Ready to Get Hurt Again,609.75,2
2021,4,Matchup 4 (Apr 26 - May 2),Modern Baseball,560.25,2
2021,4,Matchup 4 (Apr 26 - May 2),"Yes, I Like Pina Moncadas",540.25,3
2021,4,Matchup 4 (Apr 26 - May 2),SNPP Softball Team,496.25,3
2021,4,Matchup 4 (Apr 26 - May 2),Jobu's Rum-Runners,463.75,4
2021,4,Matchup 4 (Apr 26 - May 2),Konerko's Lover,503.0,4
2021,4,Matchup 4 (Apr 26 - May 2),Harry Kroll's Fantasy Team,477.75,5
2021,4,Matchup 4 (Apr 26 - May 2),Justin Bour's Donut Shop,538.75,5
2021,4,Matchup 4 (Apr 26 - May 2),The Designated Drinkers,580.5,6
2021,4,Matchup 4 (Apr 26 - May 2),Sunscreen and Rosin,528.75,6
2021,5,Matchup 5 (May 3 - 9),Francisco and the Winter Soto,537.0,1
2021,5,Matchup 5 (May 3 - 9),SNPP Softball Team,599.5,1
2021,5,Matchup 5 (May 3 - 9),The Mookie Mourners,485.25,2
2021,5,Matchup 5 (May 3 - 9),"Yes, I Like Pina Moncadas",573.5,2
2021,5,Matchup 5 (May 3 - 9),Konerko's Lover,497.0,3
2021,5,Matchup 5 (May 3 - 9),Justin Bour's Donut Shop,568.75,3
2021,5,Matchup 5 (May 3 - 9),Jobu's Rum-Runners,485.0,4
2021,5,Matchup 5 (May 3 - 9),Sunscreen and Rosin,534.75,4
2021,5,Matchup 5 (May 3 - 9),Modern Baseball,495.25,5
2021,5,Matchup 5 (May 3 - 9),Harry Kroll's Fantasy Team,517.5,5
2021,5,Matchup 5 (May 3 - 9),Ready to Get Hurt Again,571.25,6
2021,5,Matchup 5 (May 3 - 9),The Designated Drinkers,542.25,6
2021,6,Matchup 6 (May 10 - 16),Francisco and the Winter Soto,562.25,1
2021,6,Matchup 6 (May 10 - 16),Justin Bour's Donut Shop,533.75,1
2021,6,Matchup 6 (May 10 - 16),Sunscreen and Rosin,538.25,2
2021,6,Matchup 6 (May 10 - 16),The Mookie Mourners,522.5,2
