year,team_id,scoring_period_id,date,player_name,player_pos
2021,6,1,2021-04-01,Yasmani Grandal,C
2021,6,1,2021-04-01,Carlos Santana,1B
2021,6,1,2021-04-01,Jose Altuve,2B
2021,6,1,2021-04-01,Matt Chapman,3B
2021,6,1,2021-04-01,Corey Seager,SS
2021,6,1,2021-04-01,Aaron Judge,OF
2021,6,1,2021-04-01,Ronald Acuna Jr.,OF
2021,6,1,2021-04-01,AJ Pollock,OF
2021,6,1,2021-04-01,David Fletcher,UTIL
2021,6,1,2021-04-01,Jean Segura,UTIL
2021,6,1,2021-04-01,Wander Franco,Bench
2021,6,1,2021-04-01,Sixto Sanchez,Bench
2021,6,1,2021-04-01,Dinelson Lamet,Bench
2021,6,1,2021-04-01,Matt Barnes,Bench
2021,6,1,2021-04-01,Aroldis Chapman,Bench
2021,6,1,2021-04-01,George Springer,IL
2021,6,1,2021-04-01,Trent Grisham,IL
2021,6,1,2021-04-01,Jacob deGrom,SP
2021,6,1,2021-04-01,Postponed,SP
2021,6,1,2021-04-01,Hyun Jin Ryu,SP
2021,6,1,2021-04-01,Charlie Morton,SP
2021,6,1,2021-04-01,Ian Anderson,SP
2021,6,1,2021-04-01,Tarik Skubal,SP
2021,6,1,2021-04-01,Joakim Soria,RP
2021,6,1,2021-04-01,Jake McGee,RP
2021,6,1,2021-04-01,Daniel Bard,RP
2021,6,1,2021-04-01,Postponed,RP
2021,6,2,2021-04-02,Yasmani Grandal,C
2021,6,2,2021-04-02,Carlos Santana,1B
2021,6,2,2021-04-02,Jose Altuve,2B
2021,6,2,2021-04-02,Matt Chapman,3B
2021,6,2,2021-04-02,Corey Seager,SS
2021,6,2,2021-04-02,Aaron Judge,OF
2021,6,2,2021-04-02,Ronald Acuna Jr.,OF
2021,6,2,2021-04-02,AJ Pollock,OF
2021,6,2,2021-04-02,David Fletcher,UTIL
2021,6,2,2021-04-02,Jean Segura,UTIL
2021,6,2,2021-04-02,Wander Franco,Bench
2021,6,2,2021-04-02,Sixto Sanchez,Bench
2021,6,2,2021-04-02,Dinelson Lamet,Bench
2021,6,2,2021-04-02,Aroldis Chapman,Bench
2021,6,2,2021-04-02,Daniel Bard,Bench
2021,6,2,2021-04-02,George Springer,IL
2021,6,2,2021-04-02,Trent Grisham,IL
2021,6,2,2021-04-02,Jacob deGrom,SP
2021,6,2,2021-04-02,Hyun Jin Ryu,SP
2021,6,2,2021-04-02,Charlie Morton,SP
2021,6,2,2021-04-02,Ian Anderson,SP
2021,6,2,2021-04-02,Tarik Skubal,SP
2021,6,2,2021-04-02,Matt Barnes,RP
2021,6,2,2021-04-02,Joakim Soria,RP
2021,6,2,2021-04-02,Jake McGee,RP
2021,6,3,2021-04-03,Yasmani Grandal,C
2021,6,3,2021-04-03,Carlos Santana,1B
2021,6,3,2021-04-03,Jose Altuve,2B
2021,6,3,2021-04-03,Matt Chapman,3B
2021,6,3,2021-04-03,Corey Seager,SS
2021,6,3,2021-04-03,Aaron Judge,OF
2021,6,3,2021-04-03,Ronald Acuna Jr.,OF
2021,6,3,2021-04-03,AJ Pollock,OF
2021,6,3,2021-04-03,David Fletcher,UTIL
2021,6,3,2021-04-03,Jean Segura,UTIL
2021,6,3,2021-04-03,Wander Franco,Bench
2021,6,3,2021-04-03,Sixto Sanchez,Bench
2021,6,3,2021-04-03,Dinelson Lamet,Bench
2021,6,3,2021-04-03,Aroldis Chapman,Bench
2021,6,3,2021-04-03,Mark Melancon,Bench
2021,6,3,2021-04-03,George Springer,IL
2021,6,3,2021-04-03,Trent Grisham,IL
2021,6,3,2021-04-03,Jacob deGrom,SP
2021,6,3,2021-04-03,Postponed,SP
2021,6,3,2021-04-03,Hyun Jin Ryu,SP
2021,6,3,2021-04-03,Charlie Morton,SP
2021,6,3,2021-04-03,Ian Anderson,SP
2021,6,3,2021-04-03,Tarik Skubal,SP
2021,6,3,2021-04-03,Matt Barnes,RP
2021,6,3,2021-04-03,Jake McGee,RP
2021,6,3,2021-04-03,Daniel Bard,RP
2021,6,4,2021-04-04,Yasmani Grandal,C
2021,6,4,2021-04-04,Carlos Santana,1B
2021,6,4,2021-04-04,Jose Altuve,2B
2021,6,4,2021-04-04,Matt Chapman,3B
2021,6,4,2021-04-04,Corey Seager,SS
2021,6,4,2021-04-04,Aaron Judge,OF
2021,6,4,2021-04-04,Ronald Acuna Jr.,OF
2021,6,4,2021-04-04,AJ Pollock,OF
2021,6,4,2021-04-04,David Fletcher,UTIL
2021,6,4,2021-04-04,Jean Segura,UTIL
2021,6,4,2021-04-04,Wander Franco,Bench
2021,6,4,2021-04-04,Sixto Sanchez,Bench
2021,6,4,2021-04-04,Dinelson Lamet,Bench
2021,6,4,2021-04-04,Jake McGee,Bench
2021,6,4,2021-04-04,Daniel Bard,Bench
2021,6,4,2021-04-04,George Springer,IL
2021,6,4,2021-04-04,Trent Grisham,IL
2021,6,4,2021-04-04,Jacob deGrom,SP
2021,6,4,2021-04-04,Postponed,SP
2021,6,4,2021-04-04,Hyun Jin Ryu,SP
2021,6,4,2021-04-04,Charlie Morton,SP
2021,6,4,2021-04-04,Ian Anderson,SP
2021,6,4,2021-04-04,Tarik Skubal,SP
2021,6,4,2021-04-04,Matt Barnes,RP
2021,6,4,2021-04-04,Aroldis Chapman,RP
2021,6,4,2021-04-04,Mark Melancon,RP
2021,6,5,2021-04-05,Yasmani Grandal,C
2021,6,5,2021-04-05,Carlos Santana,1B
2021,6,5,2021-04-05,Jose Altuve,2B
2021,6,5,2021-04-05,Matt Chapman,3B
2021,6,5,2021-04-05,Corey Seager,SS
2021,6,5,2021-04-05,Aaron Judge,OF
2021,6,5,2021-04-05,Ronald Acuna Jr.,OF
2021,6,5,2021-04-05,Postponed,OF
2021,6,5,2021-04-05,AJ Pollock,OF
2021,6,5,2021-04-05,David Fletcher,UTIL
2021,6,5,2021-04-05,Jean Segura,UTIL
2021,6,5,2021-04-05,Trent Grisham,Bench
2021,6,5,2021-04-05,Wander Franco,Bench
2021,6,5,2021-04-05,Sixto Sanchez,Bench
2021,6,5,2021-04-05,Matt Barnes,Bench
2021,6,5,2021-04-05,Daniel Bard,Bench
2021,6,5,2021-04-05,George Springer,IL
2021,6,5,2021-04-05,Dinelson Lamet,IL
2021,6,5,2021-04-05,Jacob deGrom,SP
2021,6,5,2021-04-05,Hyun Jin Ryu,SP
2021,6,5,2021-04-05,Charlie Morton,SP
2021,6,5,2021-04-05,Postponed,SP
2021,6,5,2021-04-05,Ian Anderson,SP
2021,6,5,2021-04-05,Postponed,SP
2021,6,5,2021-04-05,Tarik Skubal,SP
2021,6,5,2021-04-05,Aroldis Chapman,RP
2021,6,5,2021-04-05,Jake McGee,RP
2021,6,5,2021-04-05,Mark Melancon,RP
2021,6,6,2021-04-06,Yasmani Grandal,C
2021,6,6,2021-04-06,Carlos Santana,1B
2021,6,6,2021-04-06,Jose Altuve,2B
2021,6,6,2021-04-06,Matt Chapman,3B
2021,6,6,2021-04-06,Corey Seager,SS
2021,6,6,2021-04-06,Aaron Judge,OF
2021,6,6,2021-04-06,Ronald Acuna Jr.,OF
2021,6,6,2021-04-06,AJ Pollock,OF
2021,6,6,2021-04-06,David Fletcher,UTIL
2021,6,6,2021-04-06,Yermin Mercedes,UTIL
2021,6,6,2021-04-06,Trent Grisham,Bench
2021,6,6,2021-04-06,Wander Franco,Bench
2021,6,6,2021-04-06,Sixto Sanchez,Bench
2021,6,6,2021-04-06,Jake McGee,Bench
2021,6,6,2021-04-06,Daniel Bard,Bench
2021,6,6,2021-04-06,George Springer,IL
2021,6,6,2021-04-06,Dinelson Lamet,IL
2021,6,6,2021-04-06,Jacob deGrom,SP
2021,6,6,2021-04-06,Hyun Jin Ryu,SP
2021,6,6,2021-04-06,Charlie Morton,SP
2021,6,6,2021-04-06,Ian Anderson,SP
2021,6,6,2021-04-06,Tarik Skubal,SP
2021,6,6,2021-04-06,Matt Barnes,RP
2021,6,6,2021-04-06,Aroldis Chapman,RP
2021,6,6,2021-04-06,Mark Melancon,RP
2021,6,7,2021-04-07,Yasmani Grandal,C
2021,6,7,2021-04-07,Carlos Santana,1B
2021,6,7,2021-04-07,Jose Altuve,2B
2021,6,7,2021-04-07,Matt Chapman,3B
2021,6,7,2021-04-07,Corey Seager,SS
2021,6,7,2021-04-07,Aaron Judge,OF
2021,6,7,2021-04-07,Ronald Acuna Jr.,OF
2021,6,7,2021-04-07,AJ Pollock,OF
2021,6,7,2021-04-07,David Fletcher,UTIL
2021,6,7,2021-04-07,Yermin Mercedes,UTIL
2021,6,7,2021-04-07,Trent Grisham,Bench
2021,6,7,2021-04-07,Wander Franco,Bench
2021,6,7,2021-04-07,Sixto Sanchez,Bench
2021,6,7,2021-04-07,Matt Barnes,Bench
2021,6,7,2021-04-07,Daniel Bard,Bench
2021,6,7,2021-04-07,George Springer,IL
2021,6,7,2021-04-07,Dinelson Lamet,IL
2021,6,7,2021-04-07,Jacob deGrom,SP
2021,6,7,2021-04-07,Hyun Jin Ryu,SP
2021,6,7,2021-04-07,Charlie Morton,SP
2021,6,7,2021-04-07,Ian Anderson,SP
2021,6,7,2021-04-07,Tarik Skubal,SP
2021,6,7,2021-04-07,Aroldis Chapman,RP
2021,6,7,2021-04-07,Jake McGee,RP
2021,6,7,2021-04-07,Mark Melancon,RP
2021,6,8,2021-04-08,Yasmani Grandal,C
2021,6,8,2021-04-08,Carlos Santana,1B
2021,6,8,2021-04-08,Jose Altuve,2B
2021,6,8,2021-04-08,Matt Chapman,3B
2021,6,8,2021-04-08,Corey Seager,SS
2021,6,8,2021-04-08,Aaron Judge,OF
2021,6,8,2021-04-08,Ronald Acuna Jr.,OF
2021,6,8,2021-04-08,AJ Pollock,OF
2021,6,8,2021-04-08,David Fletcher,UTIL
2021,6,8,2021-04-08,Yermin Mercedes,UTIL
2021,6,8,2021-04-08,Trent Grisham,Bench
2021,6,8,2021-04-08,Wander Franco,Bench
2021,6,8,2021-04-08,Sixto Sanchez,Bench
2021,6,8,2021-04-08,Jake McGee,Bench
2021,6,8,2021-04-08,Mark Melancon,Bench
2021,6,8,2021-04-08,George Springer,IL
2021,6,8,2021-04-08,Dinelson Lamet,IL
2021,6,8,2021-04-08,Jacob deGrom,SP
2021,6,8,2021-04-08,Hyun Jin Ryu,SP
2021,6,8,2021-04-08,Charlie Morton,SP
2021,6,8,2021-04-08,Ian Anderson,SP
2021,6,8,2021-04-08,Tarik Skubal,SP
2021,6,8,2021-04-08,Matt Barnes,RP
2021,6,8,2021-04-08,Aroldis Chapman,RP
2021,6,8,2021-04-08,Daniel Bard,RP
2021,6,9,2021-04-09,Yasmani Grandal,C
2021,6,9,2021-04-09,Carlos Santana,1B
2021,6,9,2021-04-09,Jose Altuve,2B
2021,6,9,2021-04-09,Matt Chapman,3B
2021,6,9,2021-04-09,Corey Seager,SS
2021,6,9,2021-04-09,Aaron Judge,OF
2021,6,9,2021-04-09,Ronald Acuna Jr.,OF
2021,6,9,2021-04-09,AJ Pollock,OF
2021,6,9,2021-04-09,Trent Grisham,UTIL
2021,6,9,2021-04-09,David Fletcher,UTIL
2021,6,9,2021-04-09,Wander Franco,Bench
2021,6,9,2021-04-09,Yermin Mercedes,Bench
2021,6,9,2021-04-09,Sixto Sanchez,Bench
2021,6,9,2021-04-09,Matt Barnes,Bench
2021,6,9,2021-04-09,Daniel Bard,Bench
2021,6,9,2021-04-09,George Springer,IL
2021,6,9,2021-04-09,Dinelson Lamet,IL
2021,6,9,2021-04-09,Jacob deGrom,SP
2021,6,9,2021-04-09,Hyun Jin Ryu,SP
2021,6,9,2021-04-09,Charlie Morton,SP
2021,6,9,2021-04-09,Ian Anderson,SP
2021,6,9,2021-04-09,Tarik Skubal,SP
2021,6,9,2021-04-09,Aroldis Chapman,RP
2021,6,9,2021-04-09,Jake McGee,RP
2021,6,9,2021-04-09,Mark Melancon,RP
2021,6,10,2021-04-10,Yasmani Grandal,C
2021,6,10,2021-04-10,Postponed,C
2021,6,10,2021-04-10,Carlos Santana,1B
2021,6,10,2021-04-10,Jose Altuve,2B
2021,6,10,2021-04-10,Matt Chapman,3B
2021,6,10,2021-04-10,Corey Seager,SS
2021,6,10,2021-04-10,Aaron Judge,OF
2021,6,10,2021-04-10,Ronald Acuna Jr.,OF
2021,6,10,2021-04-10,Trent Grisham,OF
2021,6,10,2021-04-10,David Fletcher,UTIL
2021,6,10,2021-04-10,AJ Pollock,UTIL
2021,6,10,2021-04-10,Wander Franco,Bench
2021,6,10,2021-04-10,Yermin Mercedes,Bench
2021,6,10,2021-04-10,Sixto Sanchez,Bench
2021,6,10,2021-04-10,Jake McGee,Bench
2021,6,10,2021-04-10,Jordan Montgomery,Bench
2021,6,10,2021-04-10,George Springer,IL
2021,6,10,2021-04-10,Dinelson Lamet,IL
2021,6,10,2021-04-10,Jacob deGrom,SP
2021,6,10,2021-04-10,Hyun Jin Ryu,SP
2021,6,10,2021-04-10,Charlie Morton,SP
2021,6,10,2021-04-10,Ian Anderson,SP
2021,6,10,2021-04-10,Tarik Skubal,SP
2021,6,10,2021-04-10,Matt Barnes,RP
2021,6,10,2021-04-10,Aroldis Chapman,RP
2021,6,10,2021-04-10,Mark Melancon,RP
2021,6,11,2021-04-11,Yasmani Grandal,C
2021,6,11,2021-04-11,Carlos Santana,1B
2021,6,11,2021-04-11,David Fletcher,2B
2021,6,11,2021-04-11,Matt Chapman,3B
2021,6,11,2021-04-11,Corey Seager,SS
2021,6,11,2021-04-11,Aaron Judge,OF
2021,6,11,2021-04-11,Ronald Acuna Jr.,OF
2021,6,11,2021-04-11,Trent Grisham,OF
