year,team_id,scoring_period_id,date,player_name,player_pos
2022,1,1,2022-04-07,Yasmani Grandal,C
2022,1,1,2022-04-07,Max Muncy,1B
2022,1,1,2022-04-07,Luis Arraez,2B
2022,1,1,2022-04-07,Rafael Devers,3B
2022,1,1,2022-04-07,Postponed,3B
2022,1,1,2022-04-07,Carlos Correa,SS
2022,1,1,2022-04-07,Postponed,SS
2022,1,1,2022-04-07,Yordan Alvarez,OF
2022,1,1,2022-04-07,Jesse Winker,OF
2022,1,1,2022-04-07,Byron Buxton,OF
2022,1,1,2022-04-07,Postponed,OF
2022,1,1,2022-04-07,Tyler O'Neill,UTIL
2022,1,1,2022-04-07,Max Kepler,UTIL
2022,1,1,2022-04-07,Marcus Semien,Bench
2022,1,1,2022-04-07,Mike Yastrzemski,Bench
2022,1,1,2022-04-07,Akil Baddoo,Bench
2022,1,1,2022-04-07,Tyler Rogers,Bench
2022,1,1,2022-04-07,Nick Pivetta,Bench
2022,1,1,2022-04-07,Logan Webb,SP
2022,1,1,2022-04-07,Zack Wheeler,SP
2022,1,1,2022-04-07,Sonny Gray,SP
2022,1,1,2022-04-07,Postponed,SP
2022,1,1,2022-04-07,Shane Baz,SP
2022,1,1,2022-04-07,Jon Gray,SP
2022,1,1,2022-04-07,Postponed,SP
2022,1,1,2022-04-07,Luis Severino,RP
2022,1,1,2022-04-07,Devin Williams,RP
2022,1,1,2022-04-07,Diego Castillo,RP
2022,1,1,2022-04-07,Postponed,RP
2022,1,2,2022-04-08,Yasmani Grandal,C
2022,1,2,2022-04-08,Max Muncy,1B
2022,1,2,2022-04-08,Marcus Semien,2B
2022,1,2,2022-04-08,Rafael Devers,3B
2022,1,2,2022-04-08,Carlos Correa,SS
2022,1,2,2022-04-08,Yordan Alvarez,OF
2022,1,2,2022-04-08,Jesse Winker,OF
2022,1,2,2022-04-08,Byron Buxton,OF
2022,1,2,2022-04-08,Mike Yastrzemski,UTIL
2022,1,2,2022-04-08,Max Kepler,UTIL
2022,1,2,2022-04-08,Tyler O'Neill,Bench
2022,1,2,2022-04-08,Akil Baddoo,Bench
2022,1,2,2022-04-08,Luis Severino,Bench
2022,1,2,2022-04-08,Mitch Keller,Bench
2022,1,2,2022-04-08,Tylor Megill,Bench
2022,1,2,2022-04-08,Shane Baz,IL
