year,team_id,scoring_period_id,date,player_name,player_pos
2019,8,1,2019-03-20,Yadier Molina,C
2019,8,1,2019-03-20,Carlos Santana,1B
2019,8,1,2019-03-20,Ketel Marte,2B
2019,8,1,2019-03-20,Anthony Rendon,3B
2019,8,1,2019-03-20,Francisco Lindor,SS
2019,8,1,2019-03-20,Juan Soto,OF
2019,8,1,2019-03-20,Nomar Mazara,OF
2019,8,1,2019-03-20,Mallex Smith,OF
2019,8,1,2019-03-20,Trea Turner,UTIL
2019,8,1,2019-03-20,Josh Bell,UTIL
2019,8,1,2019-03-20,Trey Mancini,Bench
2019,8,1,2019-03-20,Welington Castillo,Bench
2019,8,1,2019-03-20,Keston Hiura,Bench
2019,8,1,2019-03-20,Jake Arrieta,Bench
2019,8,1,2019-03-20,Seranthony Dominguez,Bench
2019,8,1,2019-03-20,Blake Snell,SP
2019,8,1,2019-03-20,Miles Mikolas,SP
2019,8,1,2019-03-20,Chris Archer,SP
2019,8,1,2019-03-20,Jose Quintana,SP
2019,8,1,2019-03-20,Robbie Ray,SP
2019,8,1,2019-03-20,Collin McHugh,RP
2019,8,1,2019-03-20,Dellin Betances,RP
2019,8,1,2019-03-20,Jose Alvarado,RP
2019,8,2,2019-03-21,Yadier Molina,C
2019,8,2,2019-03-21,Carlos Santana,1B
2019,8,2,2019-03-21,Ketel Marte,2B
2019,8,2,2019-03-21,Anthony Rendon,3B
2019,8,2,2019-03-21,Francisco Lindor,SS
2019,8,2,2019-03-21,Juan Soto,OF
2019,8,2,2019-03-21,Nomar Mazara,OF
2019,8,2,2019-03-21,Mallex Smith,OF
2019,8,2,2019-03-21,Trea Turner,UTIL
2019,8,2,2019-03-21,Josh Bell,UTIL
2019,8,2,2019-03-21,Trey Mancini,Bench
2019,8,2,2019-03-21,Welington Castillo,Bench
2019,8,2,2019-03-21,Keston Hiura,Bench
2019,8,2,2019-03-21,Jake Arrieta,Bench
2019,8,2,2019-03-21,Seranthony Dominguez,Bench
2019,8,2,2019-03-21,Blake Snell,SP
2019,8,2,2019-03-21,Miles Mikolas,SP
2019,8,2,2019-03-21,Chris Archer,SP
2019,8,2,2019-03-21,Jose Quintana,SP
2019,8,2,2019-03-21,Robbie Ray,SP
2019,8,2,2019-03-21,Collin McHugh,RP
2019,8,2,2019-03-21,Dellin Betances,RP
2019,8,2,2019-03-21,Jose Alvarado,RP
2019,8,3,2019-03-22,Yadier Molina,C
2019,8,3,2019-03-22,Carlos Santana,1B
2019,8,3,2019-03-22,Ketel Marte,2B
2019,8,3,2019-03-22,Anthony Rendon,3B
2019,8,3,2019-03-22,Francisco Lindor,SS
2019,8,3,2019-03-22,Juan Soto,OF
2019,8,3,2019-03-22,Nomar Mazara,OF
2019,8,3,2019-03-22,Mallex Smith,OF
2019,8,3,2019-03-22,Trea Turner,UTIL
2019,8,3,2019-03-22,Josh Bell,UTIL
2019,8,3,2019-03-22,Trey Mancini,Bench
2019,8,3,2019-03-22,Welington Castillo,Bench
2019,8,3,2019-03-22,Keston Hiura,Bench
2019,8,3,2019-03-22,Jake Arrieta,Bench
2019,8,3,2019-03-22,Seranthony Dominguez,Bench
2019,8,3,2019-03-22,Blake Snell,SP
2019,8,3,2019-03-22,Miles Mikolas,SP
2019,8,3,2019-03-22,Chris Archer,SP
2019,8,3,2019-03-22,Jose Quintana,SP
2019,8,3,2019-03-22,Robbie Ray,SP
2019,8,3,2019-03-22,Collin McHugh,RP
2019,8,3,2019-03-22,Dellin Betances,RP
2019,8,3,2019-03-22,Jose Alvarado,RP
2019,8,4,2019-03-23,Yadier Molina,C
2019,8,4,2019-03-23,Carlos Santana,1B
2019,8,4,2019-03-23,Ketel Marte,2B
2019,8,4,2019-03-23,Anthony Rendon,3B
2019,8,4,2019-03-23,Francisco Lindor,SS
2019,8,4,2019-03-23,Juan Soto,OF
2019,8,4,2019-03-23,Nomar Mazara,OF
2019,8,4,2019-03-23,Mallex Smith,OF
2019,8,4,2019-03-23,Trea Turner,UTIL
2019,8,4,2019-03-23,Josh Bell,UTIL
2019,8,4,2019-03-23,Trey Mancini,Bench
2019,8,4,2019-03-23,Welington Castillo,Bench
2019,8,4,2019-03-23,Keston Hiura,Bench
2019,8,4,2019-03-23,Jake Arrieta,Bench
2019,8,4,2019-03-23,Seranthony Dominguez,Bench
2019,8,4,2019-03-23,Blake Snell,SP
2019,8,4,2019-03-23,Miles Mikolas,SP
2019,8,4,2019-03-23,Chris Archer,SP
2019,8,4,2019-03-23,Jose Quintana,SP
2019,8,4,2019-03-23,Robbie Ray,SP
2019,8,4,2019-03-23,Collin McHugh,RP
2019,8,4,2019-03-23,Dellin Betances,RP
2019,8,4,2019-03-23,Jose Alvarado,RP
2019,8,5,2019-03-24,Yadier Molina,C
