year,team_id,scoring_period_id,date,player_name,player_pos
2020,3,1,2020-03-26,Salvador Perez,C
2020,3,1,2020-03-26,Anthony Rizzo,1B
2020,3,1,2020-03-26,Keston Hiura,2B
2020,3,1,2020-03-26,Eugenio Suarez,3B
2020,3,1,2020-03-26,Xander Bogaerts,SS
2020,3,1,2020-03-26,Luis Robert,OF
2020,3,1,2020-03-26,Eddie Rosario,OF
2020,3,1,2020-03-26,Victor Robles,OF
2020,3,1,2020-03-26,Yordan Alvarez,UTIL
2020,3,1,2020-03-26,Jonathan Villar,UTIL
2020,3,1,2020-03-26,Jo Adell,Bench
2020,3,1,2020-03-26,Brian Anderson,Bench
2020,3,1,2020-03-26,Joc Pederson,Bench
2020,3,1,2020-03-26,Zack Wheeler,Bench
2020,3,1,2020-03-26,Alex Colome,Bench
2020,3,1,2020-03-26,Mike Clevinger,SP
2020,3,1,2020-03-26,Aaron Nola,SP
2020,3,1,2020-03-26,Lance McCullers Jr.,SP
2020,3,1,2020-03-26,Zac Gallen,SP
2020,3,1,2020-03-26,Sean Manaea,SP
2020,3,1,2020-03-26,Liam Hendriks,RP
2020,3,1,2020-03-26,Hector Neris,RP
2020,3,1,2020-03-26,Aroldis Chapman,RP
2020,3,2,2020-03-27,Salvador Perez,C
2020,3,2,2020-03-27,Anthony Rizzo,1B
2020,3,2,2020-03-27,Keston Hiura,2B
2020,3,2,2020-03-27,Eugenio Suarez,3B
2020,3,2,2020-03-27,Xander Bogaerts,SS
2020,3,2,2020-03-27,Luis Robert,OF
2020,3,2,2020-03-27,Eddie Rosario,OF
2020,3,2,2020-03-27,Victor Robles,OF
2020,3,2,2020-03-27,Yordan Alvarez,UTIL
2020,3,2,2020-03-27,Jonathan Villar,UTIL
2020,3,2,2020-03-27,Jo Adell,Bench
2020,3,2,2020-03-27,Brian Anderson,Bench
2020,3,2,2020-03-27,Joc Pederson,Bench
2020,3,2,2020-03-27,Zack Wheeler,Bench
2020,3,2,2020-03-27,Alex Colome,Bench
2020,3,2,2020-03-27,Mike Clevinger,SP
2020,3,2,2020-03-27,Aaron Nola,SP
2020,3,2,2020-03-27,Lance McCullers Jr.,SP
2020,3,2,2020-03-27,Zac Gallen,SP
2020,3,2,2020-03-27,Sean Manaea,SP
2020,3,2,2020-03-27,Liam Hendriks,RP
2020,3,2,2020-03-27,Hector Neris,RP
2020,3,2,2020-03-27,Aroldis Chapman,RP
2020,3,3,2020-03-28,Salvador Perez,C
2020,3,3,2020-03-28,Anthony Rizzo,1B
2020,3,3,2020-03-28,Keston Hiura,2B
2020,3,3,2020-03-28,Eugenio Suarez,3B
2020,3,3,2020-03-28,Xander Bogaerts,SS
2020,3,3,2020-03-28,Luis Robert,OF
2020,3,3,2020-03-28,Eddie Rosario,OF
2020,3,3,2020-03-28,Victor Robles,OF
2020,3,3,2020-03-28,Yordan Alvarez,UTIL
2020,3,3,2020-03-28,Jonathan Villar,UTIL
2020,3,3,2020-03-28,Jo Adell,Bench
2020,3,3,2020-03-28,Brian Anderson,Bench
2020,3,3,2020-03-28,Joc Pederson,Bench
2020,3,3,2020-03-28,Zack Wheeler,Bench
2020,3,3,2020-03-28,Alex Colome,Bench
2020,3,3,2020-03-28,Mike Clevinger,SP
2020,3,3,2020-03-28,Aaron Nola,SP
2020,3,3,2020-03-28,Lance McCullers Jr.,SP
2020,3,3,2020-03-28,Zac Gallen,SP
2020,3,3,2020-03-28,Sean Manaea,SP
2020,3,3,2020-03-28,Liam Hendriks,RP
2020,3,3,2020-03-28,Hector Neris,RP
2020,3,3,2020-03-28,Aroldis Chapman,RP
2020,3,4,2020-03-29,Salvador Perez,C
2020,3,4,2020-03-29,Anthony Rizzo,1B
2020,3,4,2020-03-29,Keston Hiura,2B
2020,3,4,2020-03-29,Eugenio Suarez,3B
2020,3,4,2020-03-29,Xander Bogaerts,SS
2020,3,4,2020-03-29,Luis Robert,OF
2020,3,4,2020-03-29,Eddie Rosario,OF
2020,3,4,2020-03-29,Victor Robles,OF
2020,3,4,2020-03-29,Yordan Alvarez,UTIL
2020,3,4,2020-03-29,Jonathan Villar,UTIL
2020,3,4,2020-03-29,Jo Adell,Bench
2020,3,4,2020-03-29,Brian Anderson,Bench
2020,3,4,2020-03-29,Joc Pederson,Bench
2020,3,4,2020-03-29,Zack Wheeler,Bench
2020,3,4,2020-03-29,Alex Colome,Bench
2020,3,4,2020-03-29,Mike Clevinger,SP
2020,3,4,2020-03-29,Aaron Nola,SP
2020,3,4,2020-03-29,Lance McCullers Jr.,SP
2020,3,4,2020-03-29,Zac Gallen,SP
2020,3,4,2020-03-29,Sean Manaea,SP
2020,3,4,2020-03-29,Liam Hendriks,RP
2020,3,4,2020-03-29,Hector Neris,RP
2020,3,4,2020-03-29,Aroldis Chapman,RP
2020,3,5,2020-03-30,Salvador Perez,C
2020,3,5,2020-03-30,Anthony Rizzo,1B
2020,3,5,2020-03-30,Keston Hiura,2B
2020,3,5,2020-03-30,Eugenio Suarez,3B
2020,3,5,2020-03-30,Xander Bogaerts,SS
2020,3,5,2020-03-30,Luis Robert,OF
2020,3,5,2020-03-30,Eddie Rosario,OF
2020,3,5,2020-03-30,Victor Robles,OF
2020,3,5,2020-03-30,Yordan Alvarez,UTIL
2020,3,5,2020-03-30,Jonathan Villar,UTIL
2020,3,5,2020-03-30,Jo Adell,Bench
2020,3,5,2020-03-30,Brian Anderson,Bench
2020,3,5,2020-03-30,Joc Pederson,Bench
2020,3,5,2020-03-30,Zack Wheeler,Bench
2020,3,5,2020-03-30,Alex Colome,Bench
2020,3,5,2020-03-30,Mike Clevinger,SP
2020,3,5,2020-03-30,Aaron Nola,SP
2020,3,5,2020-03-30,Lance McCullers Jr.,SP
2020,3,5,2020-03-30,Zac Gallen,SP
2020,3,5,2020-03-30,Sean Manaea,SP
2020,3,5,2020-03-30,Liam Hendriks,RP
2020,3,5,2020-03-30,Hector Neris,RP
2020,3,5,2020-03-30,Aroldis Chapman,RP
2020,3,6,2020-03-31,Salvador Perez,C
2020,3,6,2020-03-31,Anthony Rizzo,1B
2020,3,6,2020-03-31,Keston Hiura,2B
2020,3,6,2020-03-31,Eugenio Suarez,3B
2020,3,6,2020-03-31,Xander Bogaerts,SS
2020,3,6,2020-03-31,Luis Robert,OF
2020,3,6,2020-03-31,Eddie Rosario,OF
